year,key0,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,key11,key12,key13,key14,key15,key16,key17,key18,key19,key20,key21,key22,key23,key24,key25,key26,key27,key28,key29,key30,key31,key32,key33,key34,key35,key36,key37,key38,key39,key40,key41,key42,key43,key44,key45,key46,key47,key48,key49,key50,key51,key52,key53,key54,key55,key56,key57,key58,key59,key60,key61,key62,key63,key64,key65,key66,key67,key68,key69,key70,key71,key72,key73,key74,key75,key76,key77,key78,key79,key80,key81,key82,key83,key84,key85,key86,key87,key88,key89,key90,key91,key92,key93,key94,key95,key96,key97,key98,key99,key100,key101,key102,key103,key104,key105,key106,key107,key108,key109,key110,key111,key112,key113,key114,key115,key116,key117,key118,key119,key120,key121,key122,key123,key124,key125,key126,key127,key128,key129,key130,key131,key132,key133,key134,key135,key136,key137,key138,key139,key140,key141,key142,key143,key144,key145,key146,key147,key148,key149,key150,key151,key152,key153,key154,key155,key156,key157,key158,key159,key160,key161,key162,key163,key164,key165,key166,key167,key168,key169,key170,key171,key172,key173,key174,key175,key176,key177,key178,key179,key180,key181,key182,key183,key184,key185,key186,key187,key188,key189,key190,key191,key192,key193,key194,key195,key196,key197,key198,key199,key200,key201,key202,key203,key204,key205,key206,key207,key208,key209,key210,key211,key212,key213,key214,key215,key216,key217,key218,key219,key220,key221,key222,key223,key224,key225,key226,key227,key228,key229,key230,key231,key232,key233,key234,key235,key236,key237,key238,key239
1972,18.546667,19.106667,18.29,18.663332,19.966667,20.706667,20.779999,21.456665,21.99,22.193335,21.623331,20.926666,22.699999,20.94,3.0533333,2.9000003,23.173332,3.1966667,22.983332,3.3266666,20.986666,20.876665,20.046667,22.506668,22.296667,2.79,22.269999,17.476667,23.426666,3.45,21.993334,23.443335,-0.18666665,22.293333,23.090002,23.550001,21.086668,19.633333,20.77,19.523333,23.779999,22.286667,21.443335,23.813334,2.7666667,23.966667,21.266666,22.243332,23.660002,22.663336,19.773333,3.53,23.563334,29.090002,22.450003,23.676666,19.353333,23.673334,2.5266669,2.3500001,29.126669,24.536667,23.836664,23.519999,29.050001,29.103333,29.163332,22.793333,26.726667,24.336664,18.213333,28.993332,26.803331,26.640001,13.399999,29.103334,29.036667,23.636667,25.206667,20.673332,26.9,23.659998,28.980001,25.943335,29.166666,27.613333,22.183334,27.720001,27.483332,1.4766666,-0.99333334,29.063334,28.910002,28.87,28.946669,26.533335,24.746666,28.43,18.0,28.843332,27.793335,29.133331,19.1,29.169998,2.08,28.769999,1.9633335,28.906668,13.69,3.5466669,13.849999,29.066666,24.696669,28.42,14.009999,27.4,26.396667,27.826668,1.4399999,28.243334,27.873331,16.463333,28.756668,28.143333,28.436668,28.026667,-0.75333333,1.91,28.766665,28.356667,15.899999,25.76,28.596664,26.266668,0.9166667,17.699999,16.116667,25.5,28.62,27.900002,20.556667,28.863335,15.646667,28.33,25.376669,15.589999,14.273334,29.056665,28.563334,15.71,28.26,18.876665,28.603334,29.063334,14.360001,28.446665,14.176666,29.023333,27.846666,28.103333,28.099998,14.173333,28.163332,28.183334,28.073334,28.013334,27.646667,28.133333,28.51,28.016668,27.983332,28.176666,28.230001,28.300001,27.673332,28.183334,27.953333,14.426666,28.18,27.43,27.943335,28.153334,28.333334,28.220001,27.17,27.89,15.743333,28.073334,12.96,28.203333,28.039999,26.970001,14.213333,27.943335,27.233332,28.253334,27.1,28.04,28.973333,27.93,28.13,28.25,28.233335,28.446665,5.4266663,26.94,27.946669,28.026667,28.293333,7.3733335,28.21,28.17,28.536667,28.533335,28.220001,28.200003,28.026667,28.160002,28.146667,8.503333,28.193335,28.17,28.14,24.57,7.3433337,16.423334,7.813333,13.606667,7.963333,9.360001,8.2300005,8.6066675,9.616666,12.09,9.903334,10.923333,14.416667,15.833333,10.22,9.356667
1973,18.640001,19.12,18.446665,18.79,19.913334,20.583334,20.616667,21.24,21.726667,21.846666,21.340002,20.74,22.300001,20.713333,3.2166665,2.9899998,22.720001,3.4166667,22.51,3.5900002,20.933332,20.596666,19.863333,22.076666,22.106667,2.8233335,22.176666,17.65,22.906668,3.7700002,21.62,22.906668,-0.09333333,22.003334,22.58,23.106667,21.140001,19.493332,20.406668,19.279999,23.220001,22.323334,21.113333,23.29,2.76,23.49,21.396667,21.87,23.473333,22.233335,19.730001,3.9033334,23.493332,29.103333,22.596666,23.256666,19.023333,23.386667,2.8033333,2.5500002,29.25,24.143332,23.436666,23.580002,28.906668,29.133331,29.243332,23.006668,27.199999,23.983335,17.97,28.873335,27.203333,27.199999,13.55,29.266668,29.08,23.273333,24.949999,20.233332,27.213333,23.823334,29.08,25.873331,29.409998,28.103333,21.756666,28.12,28.073334,1.5300001,-0.5233333,28.936666,28.85,28.89,29.089998,27.176666,24.703333,28.403334,17.696667,28.703333,28.096664,29.146667,18.756666,29.269999,2.0233333,28.703333,2.0066667,28.69,13.826667,3.9433334,13.983334,29.326668,24.773333,28.506668,14.156667,28.096666,27.096666,28.050001,1.39,28.706665,27.993332,16.519999,28.536667,28.72,28.336664,28.713333,-0.7366667,2.0133333,28.9,28.589998,15.996667,26.203333,28.723333,27.013334,1.07,17.35,16.199999,26.019999,28.769999,28.696665,20.086666,29.15,16.273333,28.94,25.926666,16.236666,14.853333,29.4,28.833334,16.326668,28.979998,18.496666,28.926666,29.453333,14.926667,28.913332,14.776668,29.543335,28.256668,28.393333,28.623335,14.8,28.763334,28.436666,28.396667,28.49,27.996668,28.983332,28.88,28.476667,28.463333,28.933334,28.666666,28.51,27.966667,28.643335,28.536667,14.986667,28.943335,27.75,28.63,28.650002,28.723333,28.896667,27.393333,28.293333,16.376667,28.726667,13.443334,29.026667,28.933334,27.196665,14.849999,28.12,27.543333,29.003334,27.409998,28.793335,29.626665,28.313334,28.696665,29.066666,29.11,28.783335,5.363333,27.07,28.730001,28.87,29.039999,8.566667,28.936666,28.980001,28.843332,29.35,29.016668,29.15,28.953333,29.046667,29.036667,9.683333,29.07,29.163336,29.096666,25.11,7.3266664,15.903333,7.9166665,13.333333,8.056666,9.55,8.31,8.683333,9.793334,11.756667,10.073333,10.516667,14.0,15.466667,9.760001,8.873334
1974,18.869999,19.339998,18.699999,19.050001,20.113333,20.763334,20.78,21.340002,21.773333,21.909998,21.479998,20.936666,22.296667,20.94,3.676667,3.49,22.659998,3.8566666,22.563334,4.023333,21.036667,20.909998,20.163334,22.216667,22.256668,3.3166668,22.223333,17.89,22.916666,4.166667,21.840002,23.049997,0.14333339,22.263334,22.79,23.029999,21.163332,19.75,20.856667,19.653334,23.326668,22.296667,21.42,23.283335,3.2533333,23.753334,21.33,22.243334,23.576668,22.539999,19.89,4.263333,23.506668,28.683334,22.480001,23.58,19.553335,23.576666,3.1433332,2.9033334,28.643333,24.476667,23.37,23.51,28.74,28.916666,28.856667,22.786667,26.593332,24.346666,18.386667,28.496666,26.663332,26.543335,13.293334,28.480001,28.436666,23.543335,25.289999,20.823334,26.736666,23.676666,28.203333,26.14,28.756666,27.046667,22.24,27.166666,26.926666,1.8133334,-0.6433333,28.980001,28.269999,28.029999,27.980001,26.463333,24.686666,27.720001,18.269999,28.230001,27.243334,29.113333,19.466667,29.046667,2.37,27.99,2.29,28.443335,13.553333,4.2966666,13.73,28.32,24.666666,27.683334,13.913333,26.863333,26.353333,27.296667,1.7199999,27.306665,27.333334,16.390001,28.273336,27.19,27.816666,27.050001,-0.040000003,2.2733333,27.81,27.47,15.826667,26.06,27.646667,26.23667,1.2133334,18.106667,16.046667,25.823334,27.61,26.923334,20.813334,27.793333,15.899999,27.12,25.696665,15.653333,14.006667,28.143333,27.449999,16.066668,26.970001,19.363333,27.333334,27.980001,14.193334,27.273333,13.860001,27.85,27.39,28.043333,27.663332,13.766667,27.700003,28.046667,28.036667,27.529999,27.220001,26.806665,27.263334,27.61,27.923332,26.71,28.026667,28.043335,27.18,28.006668,27.853333,14.386666,27.756666,27.043335,27.793333,27.983335,28.043333,27.753332,26.746666,27.529999,16.19,27.88,12.34,27.786667,26.523333,26.596666,13.71,28.04,26.903336,27.796667,26.816666,27.823334,27.736666,27.949999,27.643333,27.813334,27.816666,28.046667,5.1066666,26.51333,27.743334,27.786667,26.793333,7.513334,27.933334,27.89,28.029999,27.1,27.763334,27.823334,27.769999,26.590002,27.866667,8.53,27.783333,27.826666,27.856667,24.526667,7.1200004,16.699999,7.5866666,14.41,7.7233334,9.179999,7.966667,8.326667,9.41,12.983334,9.686667,11.866668,15.153333,16.66,11.156667,10.23
1975,18.623335,19.126667,18.413332,18.766668,19.926666,20.589998,20.66,21.230001,21.673334,21.85,21.413336,20.423332,22.246666,20.869999,3.4366665,3.2333333,22.643333,3.6499999,22.54,3.8633335,20.526667,20.383333,20.106667,22.203333,21.779999,3.0333335,21.753334,17.806665,22.883333,4.0533333,21.85,23.049997,-0.47333333,21.806665,22.816666,23.019999,20.633333,19.19,20.34,19.070002,23.283333,21.793335,21.456665,23.236666,2.9533331,23.716665,20.78,21.81,23.160002,22.593332,19.353334,4.1933336,23.076666,28.866669,21.933334,23.6,18.956667,23.206667,3.006667,2.7299998,28.99,24.473333,23.36,23.050001,28.78,28.966667,29.046667,22.200003,26.79,24.433332,17.793333,28.669998,26.87,26.713333,13.573334,28.933332,28.746666,23.220001,25.289999,20.286667,26.946669,23.156668,28.663336,26.090002,29.14,27.51,21.800001,27.596666,27.413332,1.79,-1.0366666,28.906668,28.56,28.433334,28.576666,26.606667,24.31,28.133333,17.65,28.456667,27.64,29.056665,18.846666,29.113333,2.5233333,28.340002,2.3333333,28.570002,13.853333,4.2866664,13.993333,28.886667,24.243334,28.146667,14.149999,27.356667,26.449999,27.663332,1.9766668,27.94333,27.676666,16.46,28.446669,27.876665,28.163336,27.78,-0.61,2.42,28.35,28.019999,15.936667,25.916666,28.21,26.300001,1.83,17.486666,16.133333,25.589998,28.196665,27.693335,20.26,28.49,15.206666,27.936666,25.423332,15.386666,13.736667,28.833334,28.153334,15.193334,27.846666,18.743334,28.176666,28.793333,13.726666,28.036667,13.776668,28.74,27.519999,28.243332,27.81,13.8966675,27.85,28.349998,28.146667,27.660002,27.343332,27.75,28.083334,27.743332,27.99,27.743332,28.42,28.413332,27.32,28.306665,27.933334,13.759999,27.9,27.156668,27.886667,28.206667,28.51,27.896667,26.87,27.646667,15.196667,28.036667,12.213333,27.923334,27.626665,26.713333,14.046666,28.019999,27.003334,27.94,26.89,27.973333,28.713333,27.926666,27.776667,27.963333,27.973333,28.573334,4.863333,26.660002,27.853333,27.923334,27.88,8.19,28.160002,28.086668,28.633331,28.206667,27.93,27.973333,27.903334,27.756668,28.04,9.32,27.933334,27.970001,28.006666,24.74,6.8133335,16.800001,7.8766665,14.363334,8.026667,9.426667,8.286667,8.663333,9.666667,12.813334,9.976666,11.603333,14.88,16.396667,10.84,9.903333
1976,18.786667,19.346666,18.446665,18.84,20.17,20.853333,20.966667,21.573334,22.033333,22.266668,21.776667,21.233334,22.693335,21.163336,3.16,2.9733334,23.073334,3.3466666,23.03,3.5166667,21.25,21.28,20.323332,22.62,22.543333,2.82,22.46,17.58,23.396667,3.6466665,22.176666,23.526667,-0.67,22.653334,23.186666,23.39,21.313334,19.953333,21.353333,19.953333,23.833334,22.480001,21.67,23.726667,2.756667,24.113333,21.446665,22.75,23.833334,22.816666,20.039999,3.72,23.706667,28.533333,22.63,23.843332,19.966667,23.933334,2.7066667,2.4533334,28.593332,24.736666,23.626669,23.669998,28.546667,28.71,28.700003,22.923334,26.523333,24.54,18.603334,28.336664,26.590002,26.426666,13.493333,28.456665,28.336668,24.013334,25.453333,21.416666,26.663336,23.806665,28.176666,26.21,28.69,27.126669,22.826666,27.196665,27.043333,2.0666666,-1.0333333,28.723333,28.136665,27.963333,28.013334,26.293335,24.833334,27.669998,18.58,28.066666,27.246666,28.863333,19.976667,28.843332,2.71,27.9,2.5666666,28.25,13.713333,3.75,13.913333,28.343332,24.776667,27.65,14.133334,26.963333,26.14,27.273333,2.0700002,27.46,27.306665,16.603333,28.07,27.396667,27.720001,27.306665,-0.84,2.5566666,27.773333,27.556665,16.036667,25.699999,27.646667,26.01,0.66333336,18.550001,16.263334,25.403334,27.593332,27.200003,21.486666,27.86,15.933333,27.373331,25.236666,15.916667,14.386666,28.236666,27.483332,15.97,27.269999,19.986666,27.476667,28.15,14.46,27.463333,14.34,28.056665,27.456667,27.956667,27.736666,14.329999,27.796667,28.046667,27.883333,27.61,27.263334,27.143335,27.4,27.653334,27.763334,27.073334,28.04,28.146667,27.24,27.956665,27.723333,14.523334,27.853333,27.043335,27.713333,27.883333,28.153334,27.853333,26.763334,27.516668,16.0,27.783333,12.91,27.893333,26.936666,26.573334,14.356667,27.816666,26.846666,27.896667,26.71,27.76,27.986666,27.730001,27.720001,27.923332,27.926666,28.253334,5.713333,26.523333,27.716667,27.763334,27.136667,7.5933337,27.866667,27.836668,28.313334,27.446665,27.856667,27.913332,27.783333,27.003334,27.840002,8.663333,27.85,27.896666,27.856667,24.196665,7.6,16.61,7.386667,14.326667,7.536667,8.953333,7.8033333,8.19,9.179999,12.796666,9.4800005,11.593333,14.783333,16.34,10.829999,9.863334
1977,19.106667,19.59,18.87,19.243332,20.383333,21.076666,21.01,21.653334,22.163332,22.216667,21.686666,21.133333,22.713333,21.03,3.38,3.0866668,23.156668,3.6666667,22.88,3.9366665,21.363333,20.956667,20.156666,22.426666,22.413332,2.846667,22.553335,17.863335,23.313332,4.1766667,21.936666,23.26333,-0.18333335,22.29,22.876665,23.543333,21.623335,19.936666,20.796667,19.72,23.61,22.733332,21.383333,23.706667,2.6966667,23.746666,21.903336,22.169998,23.683334,22.44,20.22,4.3700004,23.773333,29.306665,23.033333,23.416666,19.516668,23.580002,2.9866667,2.6633332,29.426666,24.286667,23.853334,23.916666,29.183334,29.426666,29.496666,23.443335,27.026667,24.026667,18.496666,29.019999,27.06,26.963333,13.363334,29.336668,29.159998,23.463333,25.0,20.64,27.103333,24.183334,29.073334,25.846664,29.506666,27.726667,22.033333,27.769999,27.696665,2.28,-0.9066666,29.29,28.900002,28.813334,28.973333,26.876669,24.900002,28.296667,18.269999,28.74,27.803335,29.526667,19.303333,29.593332,2.5133333,28.656668,2.64,28.843332,13.593333,4.53,13.796666,29.276667,25.019999,28.266668,14.02,27.673334,26.776667,27.82,1.85,28.18,27.856667,16.536665,28.613333,28.146667,28.31,28.096666,-0.096666664,2.5766668,28.68,28.26,15.97,26.12,28.373331,26.696665,2.0066664,18.036667,16.196665,25.953333,28.443335,28.043333,20.506668,28.88,16.353334,28.276667,25.85,15.936667,14.94,29.223333,28.36,16.543333,28.206667,19.11,28.453333,29.18,15.213333,28.343332,14.693334,29.116669,27.840002,28.090002,28.12,14.513333,28.213333,28.15,28.056665,28.019999,27.626669,28.13,28.336668,28.019999,28.033333,28.15,28.29,28.25,27.626669,28.223333,28.066666,15.436666,28.253334,27.39,28.106667,28.176666,28.373331,28.293335,27.089998,27.863335,16.706667,28.17,13.740001,28.31,28.050001,26.883333,14.36,27.863333,27.18,28.35,27.033333,28.183334,29.06,27.970001,28.156668,28.373335,28.376665,28.466667,6.1866665,26.793333,28.15,28.206667,28.276667,9.306667,28.316666,28.313334,28.546667,28.590002,28.333334,28.363333,28.233332,28.173332,28.32,10.326667,28.323334,28.353333,28.333334,25.246668,7.966667,16.29,7.693333,13.513333,7.866667,9.226666,8.156667,8.58,9.483334,11.773334,9.823334,10.373333,13.32,14.96,9.41,8.316667
1978,19.359999,19.896666,19.056665,19.433332,20.710001,21.373331,21.480001,22.066666,22.506666,22.720001,22.283333,21.026667,23.14,21.723333,3.996667,3.756667,23.519999,4.2033334,23.443335,4.33,21.223333,20.883333,20.936666,23.090002,22.343332,3.5633335,22.466667,18.199999,23.783333,4.4133334,22.706665,23.916666,1.0266666,22.26,23.65,23.849998,21.473333,19.763334,20.76,19.566666,24.17,22.613333,22.263334,24.113333,3.3833332,24.470001,21.74,22.173334,23.613335,23.353333,20.026667,4.4266667,23.693335,29.233332,22.88,24.276667,19.386667,23.546667,3.79,3.5,29.39,25.050001,24.113333,23.813334,29.090002,29.256666,29.346666,23.279999,27.519999,24.94,18.246666,29.020002,27.583334,27.443335,13.740001,29.4,29.193335,23.466665,25.743334,20.640001,27.64,24.056665,29.216667,26.460001,29.46,28.306665,22.083334,28.366667,28.236666,2.45,0.66,29.113333,28.996668,29.01,29.243332,27.35,24.799997,28.71,18.03,28.88,28.403334,29.273333,19.213333,29.346666,3.0666666,28.9,2.9633331,28.893333,14.03,4.3700004,14.176666,29.446669,24.92,28.733332,14.343333,28.203333,27.253332,28.423332,2.4533331,28.786667,28.416666,16.673334,28.776667,28.773333,28.69,28.753334,0.76000005,2.9766667,29.0,28.793335,16.14,26.536667,28.853333,27.15,2.1933334,17.816666,16.313334,26.409998,28.863333,28.720001,20.55,29.243332,15.926666,28.919998,26.316666,15.863334,14.6466675,29.503334,28.86,15.956668,28.903334,19.056665,28.943335,29.536667,14.743333,28.926666,14.563333,29.546667,27.923334,28.893333,28.266668,14.57,28.306665,28.996666,28.779999,28.07,27.75,28.873335,28.876665,28.210001,28.546667,28.856667,29.023333,29.106667,27.689997,28.886667,28.446665,14.806666,28.423334,27.563334,28.376665,28.753334,29.133331,28.356667,27.226664,28.116667,15.993332,28.536667,13.450001,28.443335,28.820002,27.066666,14.593333,28.69,27.406668,28.393333,27.316666,28.446665,29.54,28.503332,28.186666,28.416666,28.416666,29.243332,5.1766667,26.986666,28.333334,28.386667,28.926666,8.39,28.643333,28.550001,29.300001,29.203333,28.356667,28.409998,28.356667,28.896667,28.480001,9.356667,28.359999,28.396667,28.44,25.176666,7.1533337,16.266666,7.5833335,13.823334,7.726667,9.253333,7.97,8.34,9.456666,12.076667,9.746667,10.68,13.743333,15.360001,9.746667,8.693334
1979,20.006666,20.553331,19.616667,19.996666,21.336668,21.94,22.14,22.643333,22.99,23.243332,22.903334,20.873335,23.553335,22.433334,3.6899998,3.4466667,23.836668,3.9533331,23.853333,4.19,21.050001,20.766668,21.716667,23.606667,22.04,3.2733333,22.113333,18.663334,24.086668,4.4066663,23.316666,24.263334,1.6199999,22.023333,24.096666,24.073334,21.289999,19.786667,20.696665,19.590002,24.413332,22.24,22.946665,24.306665,3.1533334,24.726667,21.586664,22.013334,23.220001,23.89,20.063334,4.5733333,23.226667,29.409998,22.51,24.633331,19.436666,23.24,3.4833336,3.1833334,29.49,25.230001,24.263334,23.283335,29.316668,29.446665,29.480001,22.923334,27.293333,25.216665,18.38,29.289999,27.346666,27.213333,13.773334,29.480001,29.393333,23.26,25.83,20.633333,27.393333,23.503334,29.343332,26.436666,29.496666,28.016668,22.003334,28.08,27.966667,2.1866667,0.9066667,29.366667,29.243332,29.17,29.293335,27.103333,24.26,28.723333,18.166666,29.156668,28.136665,29.486666,19.286667,29.513334,2.5133333,29.086668,2.57,29.19,14.116668,4.6433334,14.21,29.470001,24.286667,28.683334,14.316667,27.933332,26.983332,28.17,1.7400001,28.526667,28.203333,16.493334,29.053335,28.466667,28.74,28.396667,1.4366666,2.3966665,29.086668,28.646667,15.976668,26.326666,28.843332,26.883331,2.67,17.97,16.12,26.1,28.913336,28.330002,20.609999,29.230001,16.756666,28.67,25.99,16.453333,15.426666,29.456665,28.83,16.903334,28.573334,19.173334,28.886667,29.416666,15.653333,28.756668,15.209999,29.35,28.07,28.62,28.386667,15.093333,28.476667,28.676666,28.57,28.266668,27.866667,28.470001,28.793335,28.293333,28.466667,28.536667,28.769999,28.766668,27.833334,28.706665,28.426666,15.833333,28.550001,27.656668,28.416666,28.656668,28.823334,28.576668,27.323334,28.166666,17.046667,28.599998,14.253333,28.616667,28.413332,27.153336,14.993333,28.413336,27.483332,28.663332,27.373335,28.593332,29.276667,28.356667,28.436666,28.723333,28.773333,28.906668,5.4733334,27.043335,28.443335,28.603333,28.643333,8.82,28.776667,28.769999,28.956665,28.88,28.736666,28.800001,28.63,28.520002,28.78,9.8966675,28.773333,28.806665,28.800001,25.38,7.3566666,15.98,7.56,13.743333,7.7533336,9.303333,8.046666,8.456667,9.53,12.133334,9.84,10.823334,14.036667,15.57,9.993333,9.016667
1980,19.503334,20.12,19.086666,19.493334,20.980001,21.67,21.913336,22.476667,22.886667,23.19,22.786667,21.023335,23.54,22.256668,3.6733334,3.4266665,23.866667,3.926667,23.893333,4.1333337,21.156666,20.946669,21.486666,23.61,22.299997,3.2233334,22.363333,18.199999,24.173334,4.2999997,23.286667,24.393333,0.12999995,22.283333,24.199999,24.160002,21.323334,19.81,20.890001,19.660002,24.566666,22.46,22.893333,24.453333,3.073333,24.92,21.519999,22.276667,23.553335,23.960001,20.013334,4.403333,23.57,29.683334,22.653334,24.786667,19.546667,23.553335,3.4433334,3.1266668,29.796667,25.423334,24.4,23.616667,29.543335,29.68,29.763334,22.96,27.676666,25.36,18.323334,29.556665,27.699999,27.643333,13.533333,29.816666,29.706665,23.550001,26.006666,20.856667,27.756668,23.799997,29.693335,26.656668,29.826666,28.303335,22.26,28.383333,28.25,2.2566667,-0.19666664,29.563334,29.57,29.5,29.646667,27.589998,24.643333,29.049997,18.18,29.46,28.44,29.69,19.433334,29.773333,2.5600002,29.393333,2.6166666,29.463333,13.899999,4.403333,13.993333,29.816666,24.68,29.029999,14.11,28.216667,27.513334,28.476667,1.9433333,28.79,28.536667,16.45,29.35,28.706665,29.053331,28.616667,0.063333355,2.5866668,29.42,28.956665,15.900001,26.983332,29.220001,27.453333,1.7433333,18.036667,16.083334,26.866667,29.273333,28.529999,20.856667,29.583334,15.426666,28.903334,26.806665,15.246666,14.213333,29.803335,29.226667,15.57,28.776667,19.36,29.29,29.769999,14.363334,29.043333,14.083333,29.699999,27.726667,28.44,28.066666,14.040001,28.203333,28.516668,28.373335,27.949999,27.476667,28.643333,29.176666,27.926666,28.216667,28.756668,28.536667,28.613335,27.520002,28.443335,28.166666,14.533333,28.4,27.230001,28.153334,28.363333,28.616667,28.32,26.923334,27.763334,15.72,28.25,13.113334,28.476667,28.596666,26.723333,14.046666,28.33,27.023333,28.406668,26.896667,28.223335,29.616667,28.230001,28.133333,28.456665,28.470001,28.699999,5.566666,26.683334,28.196669,28.223333,28.926666,8.4800005,28.390001,28.346666,28.756668,29.183332,28.383333,28.463333,28.256668,28.753332,28.336668,9.383334,28.393333,28.433334,28.353333,25.263334,7.4499993,17.233332,7.896666,14.420001,8.103333,9.66,8.406667,8.85,9.966667,12.88,10.346667,11.593334,14.53,16.13,10.746666,9.716666
1981,19.003332,19.576668,18.633333,19.033333,20.42,21.12,21.253334,21.883333,22.383331,22.603333,22.090002,21.323332,23.073334,21.463333,3.5733335,3.3766668,23.516668,3.7733333,23.356667,3.9266665,21.373331,21.35,20.623333,22.923334,22.576666,3.21,22.523333,17.79,23.78,4.0466666,22.473333,23.786667,-0.17666666,22.686666,23.433334,23.916666,21.486666,20.126667,21.403334,20.06,24.123335,22.523333,21.970001,24.173334,3.0833333,24.289999,21.643332,22.81,23.789999,23.083334,20.273333,4.113333,23.676666,29.603333,22.656668,24.033333,20.023333,23.946669,3.2266667,2.9566667,29.673334,24.830002,24.253334,23.626669,29.543333,29.676666,29.713333,22.936666,27.543335,24.646667,18.723333,29.466665,27.623335,27.463333,12.786667,29.623331,29.533335,24.096664,25.456667,21.473333,27.706665,23.723333,29.443335,26.143333,29.71,28.133333,22.913332,28.230001,28.06,2.6499999,-0.84,29.626665,29.376665,29.236666,29.326666,27.35,24.72,28.816666,18.626665,29.289999,28.313334,29.769999,20.003334,29.800001,2.8966668,29.160002,3.0199997,29.386667,13.103333,4.0899997,13.233334,29.556665,24.643333,28.786667,13.393333,27.996668,27.196665,28.35,2.18,28.519999,28.403334,15.906667,29.226667,28.436666,28.87,28.333334,-0.17,2.9266665,29.1,28.676666,15.330001,26.76,28.893332,27.049997,1.6833334,18.566668,15.586667,26.47,28.919998,28.230001,21.563334,29.206665,16.706667,28.506668,26.313334,16.716667,15.37,29.480001,28.82,16.75,28.386665,20.013334,28.853333,29.409998,15.436667,28.636667,15.32,29.32,27.983332,28.453333,28.236666,15.296666,28.286667,28.466667,28.443335,28.13,27.806665,28.253332,28.730001,28.173334,28.403334,28.273333,28.586668,28.486666,27.800001,28.56,28.38,15.5,28.283335,27.613333,28.366667,28.533333,28.62,28.336664,27.326668,28.066666,16.766666,28.479998,14.016666,28.31,28.12,27.150002,15.286667,28.246668,27.446665,28.38,27.33,28.46,29.216665,28.323334,28.243332,28.413332,28.446665,28.646666,5.5466666,27.063334,28.36,28.44333,28.4,8.976666,28.590002,28.56,28.666666,28.669998,28.433334,28.47,28.44,28.226667,28.543335,9.97,28.46,28.48667,28.543333,25.563334,7.4833336,17.199999,7.2533336,13.55,7.44,8.94,7.736667,8.193334,9.233334,11.873334,9.613334,10.47,13.426666,15.06,9.549999,8.496667
1982,20.013334,20.536667,19.65,20.01,21.286667,21.856667,22.049997,22.550001,22.909998,23.143333,22.756668,21.210001,23.470001,22.24,3.9766667,3.8066666,23.769999,4.1566668,23.736666,4.306667,21.253334,21.226667,21.49,23.423334,22.326668,3.6666667,22.273333,18.753334,24.026667,4.433334,23.066666,24.103333,1.3833332,22.419998,23.843332,24.019999,21.343332,20.15,21.256666,20.073334,24.336664,22.276667,22.646667,24.289999,3.5633333,24.54,21.473333,22.519999,23.419998,23.556665,20.283333,4.52,23.32,29.76,22.403334,24.346666,20.023333,23.56,3.6299999,3.3866665,29.773333,25.023333,24.220001,23.286667,29.716667,29.796667,29.81,22.669998,27.486666,24.88,18.880001,29.663332,27.51,27.46,13.553333,29.753334,29.696669,23.666666,25.603333,21.296667,27.543333,23.383333,29.626669,26.293335,29.776667,28.023333,22.583334,28.096666,27.973333,2.25,0.27666667,29.753332,29.58,29.473333,29.526667,27.406668,24.293335,28.893333,18.773333,29.519999,28.173334,29.82,19.976667,29.840002,2.8000002,29.416666,2.7233334,29.6,13.866666,4.5166664,14.016666,29.690002,24.25,28.846666,14.163334,27.946669,27.300001,28.21,2.0900002,28.486666,28.269999,16.62,29.433334,28.386667,28.973333,28.276667,0.50666666,2.5966666,29.353333,28.69,16.050001,26.800001,29.066666,27.206665,2.4133332,18.693335,16.276667,26.633333,29.166666,28.176666,21.349998,29.410002,15.990001,28.576668,26.543333,15.976666,14.526668,29.616667,29.036667,16.056665,28.423334,19.956667,29.066666,29.54,14.616666,28.73667,14.463333,29.443335,27.653336,28.56,27.99,14.420001,28.126669,28.603333,28.513334,27.876669,27.406668,28.263334,28.926666,27.85,28.419998,28.37,28.599998,28.636667,27.449999,28.54,28.366667,14.696667,28.339998,27.15,28.33,28.496668,28.67,28.236666,26.86,27.676666,16.089998,28.396667,13.113334,28.403334,28.176666,26.646667,14.376667,28.463333,26.94,28.316666,26.803331,28.346666,29.32,28.413332,28.046667,28.366669,28.383331,28.713333,5.4533334,26.633333,28.32,28.33,28.519999,8.23,28.446665,28.403334,28.733332,28.769999,28.276667,28.39,28.333334,28.313334,28.38,9.11,28.296667,28.386667,28.38,25.236666,7.396667,16.916666,8.003333,13.496666,8.1866665,9.696667,8.483333,8.893333,9.95,11.866666,10.273334,10.496666,13.446667,15.043334,9.599999,8.55
